partner,course,rating,reviewcount,level,certificatetype,duration,crediteligibility
University of Colorado System,Agile Leadership,4.8,2.2k,Beginner , Specialization , 3 - 6 Months,FALSE
Google,تحليلات البيانات من Google,4.8,162,Beginner , Professional Certificate , 3 - 6 Months,FALSE
New York University,Introduction to Cyber Security,4.7,3.4k,Beginner , Specialization , 3 - 6 Months,FALSE
Google,Google Data Analytics (DE),4.4,28,Beginner , Professional Certificate , 3 - 6 Months,FALSE
The Hong Kong University of Science and Technology,Python and Statistics for Financial Analysis,4.4,3.9k,Intermediate , Course , 1 - 4 Weeks,FALSE
The University of Edinburgh,Introduction to Philosophy,4.7,9k,Mixed , Course , 3 - 6 Months,FALSE
DeepLearning.AI,Natural Language Processing with Probabilistic Models,4.7,1.6k,Intermediate , Course , 1 - 4 Weeks,FALSE
Columbia University,Economics of Money and Banking,4.9,1.5k,Mixed , Course , 3 - 6 Months,FALSE
Google,Design a User Experience for Social Good & Prepare for Jobs,4.8,2.9k,Beginner , Course , 1 - 3 Months,FALSE
Google,Fundamentos de la gestión de proyectos,4.9,4.8k,Beginner , Course , 1 - 4 Weeks,FALSE
DeepLearning.AI,"Sequences, Time Series and Prediction",4.7,4.9k,Intermediate , Course , 1 - 4 Weeks,FALSE
University of London,The Manager's Toolkit: A Practical Guide to Managing People at Work,4.7,3.6k,Mixed , Course , 1 - 3 Months,FALSE
University System of Georgia,Managing Cybersecurity,4.8,1k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Michigan,Python Data Structures,4.9,94k,Beginner , Course , 1 - 3 Months,FALSE
Cisco Learning and Certifications,Cybersecurity Operations Fundamentals,4.8,123,Beginner , Specialization , 3 - 6 Months,FALSE
DeepLearning.AI,Build Basic Generative Adversarial Networks (GANs),4.7,1.8k,Intermediate , Course , 1 - 4 Weeks,FALSE
Microsoft,Microsoft Azure Data Fundamentals DP-900 Exam Prep,4.7,549,Beginner , Specialization , 3 - 6 Months,FALSE
ESSEC Business School,Reporting extra-financier et stratégie RSE,4.7,370,Beginner , Course , 1 - 4 Weeks,FALSE
IBM,Introduction to DevOps,4.8,2.1k,Beginner , Course , 1 - 3 Months,FALSE
Yonsei University,International Marketing & Cross Industry Growth,4.7,2.2k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,Computational Thinking for Problem Solving,4.7,1.3k,Beginner , Course , 1 - 4 Weeks,FALSE
Johns Hopkins University,Algebra: Elementary to Advanced,4.8,500,Beginner , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,Culture-Driven Team Building,4.6,894,Beginner , Specialization , 3 - 6 Months,FALSE
Duke University,Python Programming Fundamentals,4.4,7,Beginner , Course , 1 - 4 Weeks,FALSE
Berklee,Music Business,4.8,3.2k,Beginner , Specialization , 3 - 6 Months,FALSE
École Polytechnique Fédérale de Lausanne,Functional Programming in Scala,4.7,10.6k,Intermediate , Specialization , 3 - 6 Months,FALSE
Google Cloud,Organizational Change and Culture for Adopting Google Cloud,4.7,3.5k,Beginner , Specialization , 3 - 6 Months,FALSE
"University of California, Davis",Professional Skills for the Workplace,4.8,2.4k,Beginner , Specialization , 3 - 6 Months,FALSE
Rice University,Fundamentals of Immunology,4.7,2.1k,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Colorado Boulder,Introduction to Public Relations and the Media,4.7,360,Beginner , Specialization , 3 - 6 Months,FALSE
The Hong Kong University of Science and Technology,"Information Systems Auditing, Controls and Assurance",4.7,3.2k,Beginner , Course , 1 - 4 Weeks,FALSE
SAP,SAP Professional Fundamentals,4.7,366,Beginner , Course , 1 - 3 Months,FALSE
University of Michigan,"Python Functions, Files, and Dictionaries",4.9,5.1k,Beginner , Course , 1 - 3 Months,FALSE
University of Colorado Boulder,Finance for Technical Managers,4.7,87,Beginner , Specialization , 3 - 6 Months,FALSE
Duke University,Electric Industry Operations and Markets,4.8,1.2k,Beginner , Course , 1 - 4 Weeks,FALSE
ESSEC Business School,"Hotel Management: Distribution, Revenue and Demand Management",4.6,2k,Beginner , Specialization , 3 - 6 Months,FALSE
Yale University,The Science of Well-Being for Teens,4.9,367,Beginner , Course , 1 - 3 Months,FALSE
Google,Google Data Analytics,None,None,,None,None,FALSE
Duke University,Entrepreneurial Finance: Strategy and Innovation,4.5,1.3k,Intermediate , Specialization , 3 - 6 Months,FALSE
Wesleyan University,Abnormal Psychology,4.8,433,Beginner , Specialization , 3 - 6 Months,FALSE
"University of California, Davis",Fundraising and Development,4.6,308,Beginner , Specialization , 3 - 6 Months,FALSE
Rice University,Finance for Non-Finance Professionals,4.8,2.6k,Beginner , Course , 1 - 3 Months,FALSE
Johns Hopkins University,GPU Programming,2.8,66,Intermediate , Specialization , 3 - 6 Months,FALSE
École Polytechnique,Étudier en France: French Intermediate course B1-B2,4.8,4.6k,Intermediate , Course , 1 - 3 Months,FALSE
Rice University,Engineering Project Management,4.7,4.2k,Beginner , Specialization , 3 - 6 Months,FALSE
UiPath,Robotic Process Automation (RPA),4.7,321,Beginner , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,ESG Risks and Opportunities,4.6,524,Beginner , Course , 1 - 4 Weeks,FALSE
Technical University of Denmark (DTU),Wind Energy,4.7,7.1k,Mixed , Course , 3 - 6 Months,FALSE
DeepLearning.AI,Natural Language Processing in TensorFlow,4.6,6.3k,Intermediate , Course , 1 - 4 Weeks,FALSE
Columbia University,Construction Project Management,4.8,6.3k,Beginner , Course , 1 - 3 Months,FALSE
Duke University,Machine Learning Foundations for Product Managers,4.6,261,Beginner , Course , 1 - 3 Months,FALSE
Erasmus University Rotterdam,Principles of Sustainable Finance,4.7,1.5k,Intermediate , Course , 1 - 3 Months,FALSE
University of Virginia,Marketing Analytics,4.7,6.3k,Beginner , Course , 1 - 3 Months,FALSE
Fractal Analytics,Fractal Data Science,3.9,19,Beginner , Professional Certificate , 3 - 6 Months,FALSE
Meta,Programming with JavaScript,4.7,3.1k,Beginner , Course , 1 - 3 Months,FALSE
"University of California, Davis",Coaching Skills for Managers,4.8,2.5k,Intermediate , Specialization , 3 - 6 Months,FALSE
Erasmus University Rotterdam,Driving business towards the Sustainable Development Goals,4.8,1.2k,Beginner , Course , 1 - 3 Months,FALSE
University of Pennsylvania,Positive Psychology: Martin E. P. Seligman’s Visionary Science,4.9,5.7k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Virginia,Financial Accounting Fundamentals,4.8,2.5k,Beginner , Course , 1 - 3 Months,FALSE
IE Business School,Marketing Strategy,4.5,5.8k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Colorado Boulder,Science of Exercise,4.8,4.4k,Beginner , Course , 1 - 4 Weeks,FALSE
IBM,Data Visualization with Python,4.5,11.3k,Intermediate , Course , 1 - 3 Months,FALSE
Berklee,Electronic Music Production,4.8,2.2k,Intermediate , Specialization , 3 - 6 Months,FALSE
Dartmouth College,C Programming with Linux,4.6,258,Beginner , Specialization , 3 - 6 Months,FALSE
EC-Council,Cybersecurity Attack and Defense Fundamentals,4.6,279,Beginner , Specialization , 3 - 6 Months,FALSE
University of Michigan,Sports Performance Analytics,4.5,206,Intermediate , Specialization , 3 - 6 Months,FALSE
Meta,Marketing en redes sociales de Meta,4.9,885,Beginner , Professional Certificate , 3 - 6 Months,FALSE
Microsoft,Introduction to Computers and Operating Systems and Security,4.8,441,Beginner , Course , 1 - 4 Weeks,FALSE
Universiteit Leiden,Miracles of Human Language: An Introduction to Linguistics,4.7,2.3k,Beginner , Course , 1 - 3 Months,FALSE
Duke University,Introductory C Programming,4.6,7.1k,Beginner , Specialization , 3 - 6 Months,FALSE
Stanford University,Antibiotic Stewardship,4.6,461,Advanced , Course , 1 - 3 Months,FALSE
Politecnico di Milano,Artificial Intelligence: an Overview,4.5,185,Beginner , Specialization , 3 - 6 Months,FALSE
Meta,Social Media Management,4.9,4.5k,Beginner , Course , 1 - 4 Weeks,FALSE
"University of California, Irvine",The Pronunciation of American English,4.8,963,Beginner , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,AI Applications in Marketing and Finance,4.7,147,Mixed , Course , 1 - 4 Weeks,FALSE
IIMA - IIM Ahmedabad,Pre-MBA Statistics,4.5,143,Beginner , Course , 1 - 3 Months,FALSE
Duke University,Dog Emotion and Cognition,4.7,4.5k,Mixed , Course , 1 - 3 Months,FALSE
University of Geneva,Vivre avec le TDAH à travers les âges,4.9,70,Beginner , Course , 1 - 3 Months,FALSE
IBM,Hands-on Introduction to Linux Commands and Shell Scripting,4.7,933,Beginner , Course , 1 - 4 Weeks,FALSE
"University of California, Irvine",An Introduction to Programming the Internet of Things (IOT),4.7,19.6k,Beginner , Specialization , 3 - 6 Months,FALSE
Salesforce,Sales and CRM Overview,4.5,826,Beginner , Course , 1 - 4 Weeks,FALSE
Microsoft,Harnessing the Power of Data with Power BI,4.5,201,Beginner , Course , 1 - 4 Weeks,FALSE
University of London,Finding Your Professional Voice: Confidence & Impact,4.8,237,Beginner , Course , 1 - 4 Weeks,FALSE
Google,Fundamentos de la ciberseguridad,4.9,887,Beginner , Course , 1 - 4 Weeks,FALSE
Imperial College London,Creative Thinking: Techniques and Tools for Success,4.7,4k,Beginner , Course , 1 - 3 Months,FALSE
University of Michigan,Leading Diverse Teams & Organizations,4.8,326,Beginner , Course , 1 - 4 Weeks,FALSE
"University of California, Irvine",Learn English: Intermediate Grammar,4.8,5.1k,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Geneva,International Organizations Management,4.8,1.7k,Beginner , Course , 1 - 3 Months,FALSE
"University of California, Irvine",Programming with Google Go,4.6,2.7k,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,Microeconomics: The Power of Markets,4.7,1.4k,Mixed , Course , 1 - 3 Months,FALSE
Rice University,Fundamentals of Computing,4.8,4k,Beginner , Specialization , 3 - 6 Months,FALSE
IBM,Getting Started with Git and GitHub,4.7,673,Beginner , Course , 1 - 4 Weeks,FALSE
Intuit,Assets in Accounting,4.4,836,Beginner , Course , 1 - 4 Weeks,FALSE
DeepLearning.AI,AI and Public Health,4.8,117,Beginner , Course , 1 - 4 Weeks,FALSE
Universidad Nacional Autónoma de México,IA generativa en el aula,4.9,21,Beginner , Course , 1 - 4 Weeks,FALSE
Georgia Institute of Technology,Introduction to User Experience Design,4.5,8k,Beginner , Course , 1 - 3 Months,FALSE
Yale University,Moral Foundations of Politics,4.9,5.5k,Mixed , Course , 1 - 3 Months,FALSE
Google,Satisfaction Guaranteed: Develop Customer Loyalty Online,4.8,2.1k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Pennsylvania,Business Strategies for A Better World,4.7,1.7k,Beginner , Specialization , 3 - 6 Months,FALSE
DeepLearning.AI,AI for Medical Diagnosis,4.7,1.9k,Intermediate , Course , 1 - 4 Weeks,FALSE
University of Colorado Boulder,Advanced Embedded Linux Development,4,49,Intermediate , Specialization , 1 - 3 Months,TRUE
Michigan State University,Game Design and Development with Unity 2020,4.7,509,Beginner , Specialization , 3 - 6 Months,FALSE
University of Colorado Boulder,Embedding Sensors and Motors,4.6,2.6k,Intermediate , Specialization , 3 - 6 Months,TRUE
Rice University,"Introduction to Biology: Ecology, Evolution, & Biodiversity",4.9,79,Beginner , Specialization , 3 - 6 Months,FALSE
Google,The Power of Statistics,4.8,287,Advanced , Course , 1 - 3 Months,FALSE
University of Colorado System,C# Programming for Unity Game Development,4.6,2.5k,Beginner , Specialization , 3 - 6 Months,FALSE
Google Cloud,Advanced Machine Learning on Google Cloud,4.5,1.4k,Advanced , Specialization , 3 - 6 Months,FALSE
Stanford University,Palliative Care Always,4.6,89,Beginner , Specialization , 3 - 6 Months,FALSE
Georgia Institute of Technology,Supply Chain Principles,4.6,2k,Mixed , Course , 1 - 3 Months,FALSE
University of London,Understanding Research Methods,4.6,7.1k,Mixed , Course , 1 - 4 Weeks,FALSE
Macquarie University,Leading: Human Resource Management and Leadership,4.8,3.3k,Intermediate , Specialization , 3 - 6 Months,FALSE
Duke University,Oil & Gas Industry Operations and Markets,4.8,5.7k,Mixed , Course , 1 - 4 Weeks,FALSE
Imperial College London,Mathematics for Machine Learning: Linear Algebra,4.7,11.8k,Beginner , Course , 1 - 3 Months,FALSE
"University of California, Irvine",IELTS Preparation,4.6,1.5k,Beginner , Specialization , 1 - 3 Months,FALSE
Google Cloud,Developing APIs with Google Cloud's Apigee API Platform,4.7,2.8k,Intermediate , Specialization , 3 - 6 Months,FALSE
Universiteit Leiden,International Law In Action: Investigating and Prosecuting International Crimes,4.8,612,Mixed , Course , 1 - 3 Months,FALSE
Berklee,How to Play Guitar,4.7,2.5k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Colorado Boulder,Databases for Data Scientists,4.7,647,Beginner , Specialization , 3 - 6 Months,TRUE
University of Pennsylvania,Introduction to Python Programming,4.5,998,Beginner , Course , 1 - 4 Weeks,FALSE
Universidad Nacional Autónoma de México,Contabilidad para no contadores,4.8,8.6k,Beginner , Course , 1 - 3 Months,FALSE
University of Colorado Boulder,Introduction to Embedded Systems Software and Development Environments,4.5,593,Intermediate , Course , 1 - 4 Weeks,FALSE
Rice University,Spanish for Successful Communication in Healthcare Settings,4.8,273,Intermediate , Course , 1 - 3 Months,FALSE
Università Bocconi,International Leadership and Organizational Behavior,4.8,3.1k,Mixed , Course , 1 - 3 Months,FALSE
University of Pennsylvania,Introduction to Spreadsheets and Models,4.2,3.7k,Mixed , Course , 1 - 4 Weeks,FALSE
University of Colorado Boulder,"Concepts, Strategies, and Analytics in Performance Marketing and Digital Advertising",4.5,650,Beginner , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,Improving Communication Skills,4.7,1.9k,Beginner , Course , 1 - 4 Weeks,FALSE
Digital Marketing Institute,Social Media Marketing in Practice,4.5,316,Beginner , Specialization , 3 - 6 Months,FALSE
IE Business School,Marketing Mix Implementation,4.7,5.6k,Beginner , Specialization , 3 - 6 Months,FALSE
Georgia Institute of Technology,Introduction to Electronics,4.7,2.4k,Mixed , Course , 1 - 3 Months,FALSE
University of Manchester   ,Industrial Biotechnology,4.7,3.1k,Beginner , Course , 1 - 3 Months,FALSE
SAS,SAS Visual Business Analytics,4.7,1.1k,Beginner , Professional Certificate , 3 - 6 Months,FALSE
Google,Fundamentos del marketing digital y comercio electrónico,4.9,595,Beginner , Course , 1 - 4 Weeks,FALSE
University of Minnesota,Information​ ​Systems,4.8,1.8k,Beginner , Specialization , 3 - 6 Months,FALSE
Stanford University,Fundamentals of Machine Learning for Healthcare,4.8,352,Beginner , Course , 1 - 3 Months,FALSE
University of Toronto,Learn to Program: The Fundamentals,4.7,6.3k,Beginner , Course , 1 - 3 Months,FALSE
Università Bocconi,Food & Beverage Management,4.8,4.3k,Mixed , Course , 1 - 3 Months,FALSE
DeepLearning.AI,AI For Everyone （すべての人のためのAIリテラシー講座）,4.8,245,Beginner , Course , 1 - 3 Months,FALSE
University of London,Introduction to English Common Law,4.8,1.7k,Beginner , Course , 1 - 3 Months,FALSE
Red Hat,Linux and Private Cloud Administration on IBM Power Systems,4.8,930,Intermediate , Specialization , 3 - 6 Months,FALSE
Google,Google Cybersecurity,None,None,,None,None,FALSE
Google,Suporte em TI do Google,4.9,6.1k,Beginner , Professional Certificate , 3 - 6 Months,FALSE
University of Colorado Boulder,Project Management: Foundations and Initiation,4.8,300,Beginner , Course , 1 - 4 Weeks,FALSE
Universiteit Leiden,Terrorism and Counterterrorism: Comparing Theory and Practice,4.8,3.1k,Beginner , Course , 1 - 3 Months,FALSE
Georgia Institute of Technology,Fundamentals of Engineering Exam Review,4.7,602,Mixed , Course , 1 - 3 Months,FALSE
London Business School,Future Ready Company,None,None,Intermediate , Specialization , 3 - 6 Months,FALSE
Tally Education,Tally Bookkeeper,4.5,94,Beginner , Professional Certificate , 3 - 6 Months,FALSE
Google,Using Python to Interact with the Operating System,4.7,5.9k,Beginner , Course , 1 - 3 Months,FALSE
University of Minnesota,Integrative Health and Medicine,4.8,1.6k,Beginner , Specialization , 3 - 6 Months,FALSE
Universiteit Leiden,International Law in Action: the Arbitration of International Disputes,4.8,1.1k,Mixed , Course , 1 - 3 Months,FALSE
IBM,DataOps Methodology,4.7,38,Beginner , Course , 1 - 3 Months,FALSE
University of London,Introduction to Computer Science and Programming,4.2,1.4k,Beginner , Specialization , 3 - 6 Months,FALSE
IBM,"Cybersecurity Roles, Processes & Operating System Security",4.6,5.2k,Beginner , Course , 1 - 3 Months,FALSE
Northwestern University,Sports Marketing,4.7,1.2k,Intermediate , Course , 1 - 3 Months,FALSE
Meta,Version Control,4.6,2.5k,Beginner , Course , 1 - 4 Weeks,FALSE
Michigan State University,Become a Journalist: Report the News!,4.7,1.6k,Beginner , Specialization , 3 - 6 Months,FALSE
IBM,Introduction to Deep Learning & Neural Networks with Keras,4.7,1.4k,Intermediate , Course , 1 - 3 Months,FALSE
MedCerts,Professionalism in Allied Health,4.8,97,Beginner , Course , 1 - 3 Months,FALSE
Duke University,"Python, Bash and SQL Essentials for Data Engineering",4.5,298,Beginner , Specialization , 3 - 6 Months,FALSE
Vanderbilt University,Introduction to Programming with MATLAB,4.8,17.3k,Beginner , Course , 1 - 3 Months,FALSE
Stanford University,Introduction to Clinical Data,4.6,250,Beginner , Course , 1 - 3 Months,FALSE
Yale University,American Contract Law I,4.9,856,Beginner , Course , 1 - 3 Months,FALSE
University of Michigan,Data Collection and Processing with Python,4.7,3.8k,Intermediate , Course , 1 - 4 Weeks,FALSE
Coursera Project Network,Wireshark for Beginners: Capture Packets,4.8,46,Beginner , Guided Project , Less Than 2 Hours,FALSE
University of Alberta,Fundamentals of Reinforcement Learning,4.8,2.7k,Intermediate , Course , 1 - 3 Months,FALSE
Copenhagen Business School,Strategic Management and Innovation,4.7,4.8k,Beginner , Specialization , 3 - 6 Months,FALSE
"University of California, Davis",Computational Social Science,4.6,914,Beginner , Specialization , 3 - 6 Months,FALSE
CompTIA,CompTIA a+_ cyber,4.5,11,Beginner , Specialization , 1 - 3 Months,FALSE
Google,Google Project Management:,None,None,,None,None,FALSE
University of Colorado Boulder,Advanced Business Analytics,4.6,5k,Intermediate , Specialization , 3 - 6 Months,FALSE
"University of California, Davis",Fundamentals of GIS,4.8,5.4k,Beginner , Course , 1 - 4 Weeks,FALSE
IE Business School,Making Architecture,4.8,1.3k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Geneva,Développement psychologique de l'enfant,4.9,641,Beginner , Course , 1 - 3 Months,FALSE
DeepLearning.AI,Natural Language Processing with Attention Models,4.4,931,Intermediate , Course , 1 - 4 Weeks,FALSE
University of Virginia,How Things Work: An Introduction to Physics,4.8,2.8k,Intermediate , Course , 1 - 3 Months,FALSE
Google,Aspectos básicos del diseño de la experiencia del usuario,4.9,2.6k,Beginner , Course , 1 - 4 Weeks,FALSE
University of Illinois at Urbana-Champaign,Object-Oriented Data Structures in C++,4.7,2.9k,Intermediate , Course , 1 - 4 Weeks,FALSE
University of Pennsylvania,Entrepreneurship 1: Developing the Opportunity,4.8,4.1k,Mixed , Course , 1 - 3 Months,FALSE
Case Western Reserve University,Inspired Leadership,4.7,2.3k,Intermediate , Specialization , 3 - 6 Months,FALSE
Macquarie University,Excel Skills for Business: Intermediate I,4.9,16.5k,Intermediate , Course , 1 - 3 Months,FALSE
Google Cloud,Digital Transformation Using AI/ML with Google Cloud,4.7,6.2k,Beginner , Specialization , 3 - 6 Months,FALSE
Stanford University,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",4.8,5.1k,Intermediate , Course , 1 - 4 Weeks,FALSE
West Virginia University,Sales Operations/Management,4.5,342,Beginner , Specialization , 3 - 6 Months,FALSE
"University of Maryland, College Park",Cybersecurity,4.6,5.3k,Intermediate , Specialization , 3 - 6 Months,FALSE
Università Bocconi,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,4.6,752,Mixed , Course , 1 - 3 Months,FALSE
SoFi,The Fundamentals of Personal Finance,4.6,221,Beginner , Specialization , 3 - 6 Months,FALSE
University of Michigan,Data Analytics in the Public Sector with R,4.7,36,Intermediate , Specialization , 3 - 6 Months,FALSE
DeepLearning.AI,Machine Learning Modeling Pipelines in Production,4.3,376,Advanced , Course , 1 - 3 Months,FALSE
Columbia University,First Principles of Computer Vision,4.7,144,Beginner , Specialization , 3 - 6 Months,FALSE
ESSEC Business School,"Negotiation, Mediation and Conflict Resolution",4.7,2k,Beginner , Specialization , 3 - 6 Months,FALSE
IBM,Introduction to Agile Development and Scrum,4.9,1.4k,Beginner , Course , 1 - 4 Weeks,FALSE
The University of Edinburgh,Fundamentals of Music Theory,4.5,1.7k,Beginner , Course , 1 - 3 Months,FALSE
Ludwig-Maximilians-Universität München (LMU),Competitive Strategy and Organization Design,4.7,3.6k,Intermediate , Specialization , 3 - 6 Months,FALSE
PwC India,PwC GST Taxation Executive,4.6,52,Beginner , Professional Certificate , 3 - 6 Months,FALSE
SkillUp EdTech,"Project Management Foundations, Initiation, and Planning",4.7,78,Beginner , Course , 1 - 3 Months,FALSE
Google Cloud,Google Cloud Big Data and Machine Learning Fundamentals,4.7,15.8k,Beginner , Course , 1 - 3 Months,FALSE
University of Illinois at Urbana-Champaign,Corporate & Commercial Law I: Contracts & Employment Law,4.8,1.1k,Intermediate , Course , 1 - 3 Months,FALSE
University of Pennsylvania,Financial Acumen for Non-Financial Managers,4.5,888,Beginner , Course , 1 - 4 Weeks,FALSE
University of Illinois at Urbana-Champaign,Introduction to Finance: The Basics,4.7,305,Beginner , Course , 1 - 3 Months,FALSE
LearnQuest,Core Java,4.6,2.1k,Intermediate , Specialization , 3 - 6 Months,FALSE
CompTIA,CompTIA a+_ network,4.8,10,Beginner , Specialization , 1 - 3 Months,FALSE
University of Florida,Healing with the Arts,4.6,866,Mixed , Course , 1 - 3 Months,FALSE
DeepLearning.AI,Deploying Machine Learning Models in Production,4.5,288,Advanced , Course , 1 - 4 Weeks,FALSE
EIT Digital ,Security and Privacy for Big Data - Part 1,4.7,573,Beginner , Course , 1 - 4 Weeks,FALSE
Microsoft,Microsoft Azure AI Fundamentals AI-900 Exam Prep,4.6,511,Beginner , Specialization , 3 - 6 Months,FALSE
Coursera Project Network,Excel for Beginners: Introduction to Spreadsheets,4.6,57,Beginner , Guided Project , Less Than 2 Hours,FALSE
New York University,Machine Learning and Reinforcement Learning in Finance,3.7,788,Intermediate , Specialization , 3 - 6 Months,FALSE
University of London,Object Oriented Programming,4.7,59,Intermediate , Specialization , 1 - 3 Months,FALSE
University of Pennsylvania,Nuts and Bolts of U.S. Immigration Law,4.9,95,Intermediate , Course , 1 - 4 Weeks,FALSE
LearnQuest,Learning Linux for LFCA Certification,4.5,819,Beginner , Specialization , 3 - 6 Months,FALSE
Google Cloud,Customer Experiences with Contact Center AI - Dialogflow ES,4.5,205,Intermediate , Specialization , 3 - 6 Months,FALSE
NVIDIA,Introduction to AI in the Data Center,4.7,28,Beginner , Course , 1 - 4 Weeks,FALSE
Google,"Decisions, Decisions: Dashboards and Reports",4.8,358,Advanced , Course , 1 - 3 Months,FALSE
Vanderbilt University,Generative AI Primer,4.7,30,Beginner , Course , 1 - 4 Weeks,FALSE
Rice University,"Organizational Leadership in Diversity, Equity & Inclusion",4.8,187,Intermediate , Specialization , 3 - 6 Months,FALSE
University of Pennsylvania,Omnichannel Retail Strategy,4.7,289,Beginner , Specialization , 1 - 3 Months,FALSE
University of Colorado Boulder,Excel/VBA for Creative Problem Solving,4.8,4.5k,Beginner , Specialization , 3 - 6 Months,FALSE
Knowledge Accelerators,From Excel to Power BI,4.4,149,Beginner , Course , 1 - 4 Weeks,FALSE
Georgia Institute of Technology,"Speak English Professionally: In Person, Online & On the Phone",4.7,9.9k,Mixed , Course , 1 - 3 Months,FALSE
University of Pennsylvania,Vital Signs: Understanding What the Body Is Telling Us,4.8,6k,Mixed , Course , 1 - 3 Months,FALSE
Yale University,Visualizing the Living Body: Diagnostic Imaging,4.8,171,Intermediate , Course , 1 - 3 Months,FALSE
"University of California, Irvine",TOEFL Preparation,4.5,520,Beginner , Specialization , 1 - 3 Months,FALSE
"University of California, Davis",Equine Welfare and Management,4.9,343,Beginner , Course , 1 - 3 Months,FALSE
Stanford University,Understanding Einstein: The Special Theory of Relativity,4.9,2.9k,Beginner , Course , 1 - 3 Months,FALSE
Arizona State University,Design of Experiments,4.7,290,Beginner , Specialization , 3 - 6 Months,FALSE
DeepLearning.AI,Analyze Datasets and Train ML Models using AutoML,4.5,420,Advanced , Course , 1 - 4 Weeks,FALSE
IBM,Introduction to Computer Vision and Image Processing,4.3,1k,Beginner , Course , 1 - 3 Months,FALSE
University of Illinois at Urbana-Champaign,Auditing I: Conceptual Foundations of Auditing,4.7,517,Intermediate , Course , 1 - 3 Months,FALSE
Lund University,European Business Law,4.8,1.7k,Beginner , Specialization , 3 - 6 Months,FALSE
University of London,International Business Essentials,4.6,1.8k,Intermediate , Specialization , 3 - 6 Months,FALSE
Duke University,Introduction to Machine Learning,4.7,3.4k,Intermediate , Course , 1 - 4 Weeks,FALSE
Michigan State University,Write Your First Novel,4.3,285,Beginner , Course , 3 - 6 Months,FALSE
Rutgers the State University of New Jersey,Supply Chain Logistics,4.8,10.2k,Beginner , Course , 1 - 4 Weeks,FALSE
University of London,Business Sustainability in the Circular Economy,4.5,164,Beginner , Course , 1 - 4 Weeks,FALSE
Board Infinity ,.NET FullStack Developer,4.3,60,Intermediate , Specialization , 1 - 3 Months,FALSE
The George Washington University,Essentials in Clinical Simulations Across the Health Professions,4.8,967,Intermediate , Course , 1 - 3 Months,FALSE
University of Pennsylvania,English for Business and Entrepreneurship,4.8,4.6k,Beginner , Course , 1 - 3 Months,FALSE
Yale University,Health Behavior Change: From Evidence to Action,4.8,350,Beginner , Course , 1 - 3 Months,FALSE
"University of California, Davis",Introduction to Web Development,4.7,3.6k,Beginner , Course , 1 - 3 Months,FALSE
Databricks,Data Science with Databricks for Data Analysts,4.5,527,Intermediate , Specialization , 3 - 6 Months,FALSE
Johns Hopkins University,Linear Algebra from Elementary to Advanced,None,None,Beginner , Specialization , 3 - 6 Months,FALSE
Wesleyan University,Memoir and Personal Essay: Write About Yourself,4.4,397,Beginner , Specialization , 3 - 6 Months,FALSE
University of Michigan,Using Python to Access Web Data,4.8,43.7k,Beginner , Course , 1 - 3 Months,FALSE
Coursera Project Network,Tableau Public for Project Management and Beyond,None,None,,None,None,FALSE
Erasmus University Rotterdam,Innovation Management,4.7,1.9k,Beginner , Course , 1 - 3 Months,FALSE
University of London,Managing the Company of the Future,4.8,3.4k,Mixed , Course , 1 - 3 Months,FALSE
Peking University,Learn Chinese: HSK Test Preparation,4.8,3.1k,Beginner , Specialization , 3 - 6 Months,FALSE
Imperial College London,Foundations of Public Health Practice,4.8,513,Beginner , Specialization , 3 - 6 Months,FALSE
Google,Marketing digital e e-commerce do Google,4.9,89,Beginner , Professional Certificate , 3 - 6 Months,FALSE
Berklee,Developing Your Musicianship,4.8,1.6k,Beginner , Specialization , 3 - 6 Months,FALSE
University of Alberta,Dino 101: Dinosaur Paleobiology,4.9,3.3k,Beginner , Course , 1 - 3 Months,FALSE
University of Pennsylvania,What is Compliance?,4.8,1.1k,Mixed , Course , 1 - 4 Weeks,FALSE
University of Pennsylvania,AI Strategy and Governance,4.8,71,Beginner , Course , 1 - 4 Weeks,FALSE
University of Pennsylvania,AI Applications in People Management,4.7,77,Mixed , Course , 1 - 4 Weeks,FALSE
Duke University,Rust Fundamentals,None,None,Beginner , Course , 1 - 4 Weeks,FALSE
University of California San Diego,Interaction Design,4.5,3.9k,Intermediate , Specialization , 3 - 6 Months,FALSE
Università Bocconi,Arts and Heritage Management,4.8,1.3k,Mixed , Course , 1 - 3 Months,FALSE
